ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
395-91-7774|378581932426870|John|Mccormick|M|652 Michelle Walk|La Puente|CA|91744|34.0289|-117.9373|115525|Psychologist, prison and probation services|1987-08-18|737749731245|adults_2550_male_urban.json
435-28-9172|4520375830943|Erin|Bartlett|F|094 Deborah Row Suite 604|Baltimore|MD|21223|39.287|-76.6476|635495|Graphic designer|1967-10-30|62815058136|adults_50up_female_urban.json
844-04-7714|3572781050922217|Jennifer|Singleton|F|0518 Lucero Fields|Clarksville|TN|37042|36.5853|-87.4186|151785|Visual merchandiser|1984-10-15|20347208422|adults_2550_female_urban.json
689-41-2773|3580660138241271|Amanda|Franklin|F|04485 Matthew Port Apt. 971|Springfield|MO|65803|37.2593|-93.2912|219752|Commercial horticulturist|1981-06-28|102727075425|adults_2550_female_urban.json
089-24-5202|3520357134324069|Michele|Thompson|F|563 Joshua Flats|Saint Paul|MN|55126|45.0736|-93.138|753116|Editor, film/video|2004-08-28|326328515090|young_adults_female_urban.json
451-34-1515|30595587209621|Joshua|Clark|M|4358 Davis Trail Apt. 437|Hollister|MO|65672|36.6107|-93.2286|9048|Games developer|1996-08-15|567430885007|adults_2550_male_urban.json
191-61-2291|30559690515027|Jason|Cook|M|54278 Karen Mill|Phoenix|AZ|85035|33.4724|-112.1832|1312922|Warehouse manager|1999-10-21|650500480945|adults_2550_male_urban.json
446-94-6543|30345957640389|Brian|Simmons|M|690 William Hills Apt. 922|Rochester|MN|55902|44.0032|-92.4835|117815|Lecturer, further education|1972-09-14|339690675628|adults_50up_male_urban.json
145-45-7516|6011702324412332|Jeffrey|Ramsey|M|850 Moore Courts|Reno|NV|89509|39.498|-119.8239|276896|Public affairs consultant|2003-03-28|753980774675|young_adults_male_urban.json
218-61-6166|30316252654698|James|Jones|M|903 Katrina Land Suite 580|Los Angeles|CA|90016|34.0298|-118.3528|2383912|Tree surgeon|1988-01-21|827207137194|adults_2550_male_urban.json
080-83-3770|4303461562624460|Megan|Castillo|F|2268 Steven Corner Suite 160|Murrieta|CA|92562|33.5631|-117.2738|115971|Designer, multimedia|1994-03-01|138809158775|adults_2550_female_urban.json
394-88-7450|675966046418|Larry|Lang|M|575 Rodriguez Fall Suite 861|Los Angeles|CA|90038|34.0898|-118.3215|2383912|Dealer|1973-09-02|369397066379|adults_50up_male_urban.json
725-76-4225|4607401775091|Melissa|King|F|408 White Knolls Suite 075|Appleton|WI|54914|44.271|-88.4326|116633|Human resources officer|1968-03-15|41386230573|adults_50up_female_urban.json
366-94-0600|180032181227641|Gregory|Ellis|M|897 Charles Landing|Gaston|SC|29053|33.8337|-81.1174|18830|Arboriculturist|1957-03-17|666350219258|adults_50up_male_urban.json
654-13-6258|213154660241611|Riley|Duncan|M|883 Nicholas Mountains Apt. 642|Lansdowne|PA|19050|39.9375|-75.2637|28073|Health and safety inspector|1977-12-07|736593604664|adults_2550_male_urban.json
409-24-4669|4630624479513305310|Logan|Chandler|M|695 Alvarez Point Apt. 555|Ringtown|PA|17967|40.8559|-76.2349|2457|Logistics and distribution manager|1986-03-02|488864467814|adults_2550_male_rural.json
875-96-8176|4646091785135|Nicole|Moreno|F|5770 Colleen Expressway Suite 966|Orange|MA|01364|42.6129|-72.2924|7969|Advice worker|1985-11-16|611104644344|adults_2550_female_urban.json
241-49-8808|4911633194226864|Harold|Robinson|M|5158 Perez Lodge Suite 747|Marion|TX|78124|29.5684|-98.1517|5609|Designer, graphic|1971-12-29|961745872624|adults_50up_male_urban.json
296-01-8728|372169666309326|Lisa|Gordon|F|960 Bishop Expressway|Queen Creek|AZ|85140|33.2286|-111.5322|120596|Teacher, adult education|1999-07-14|518082556633|adults_2550_female_urban.json
380-03-9853|4883275327352417|Steven|Clark|M|3973 Teresa Parkway Apt. 952|West Henrietta|NY|14586|43.0397|-77.6871|10256|Financial risk analyst|1932-06-20|792259168873|adults_50up_male_urban.json
008-96-0530|4876164819807709|Eileen|Ross|F|6876 Dale Vista|Cat Spring|TX|78933|29.7512|-96.39|1433|Garment/textile technologist|1989-07-26|909493428775|adults_2550_female_rural.json
811-15-2769|375237341517733|Peter|Peterson|M|7494 Kathleen Drive Suite 035|Mays Landing|NJ|08330|39.432|-74.6962|28167|Surveyor, rural practice|1993-10-19|783241936602|adults_2550_male_urban.json
734-21-9301|4774222946430390|Elizabeth|Silva|F|8867 Teresa Row Apt. 985|Kirkland|WA|98033|47.6786|-122.1894|74745|Scientist, research (medical)|1970-06-08|413924735462|adults_50up_female_urban.json
497-83-2771|180027601534337|Brittany|Franklin|F|357 Hudson Route|Lubbock|TX|79413|33.5466|-101.8871|254282|Administrator, charities/voluntary organisations|1998-02-02|823946427847|adults_2550_female_urban.json
802-68-3742|3550615814888106|Jeremy|Mills|M|2337 Billy Rest|Orland Park|IL|60467|41.6018|-87.8899|64769|Geographical information systems officer|1986-08-03|307313395397|adults_2550_male_urban.json
195-94-1044|4033399771805131|John|Ramos|M|18939 Evans Branch Suite 173|Wahpeton|ND|58075|46.3366|-96.7921|9512|Theme park manager|1963-05-01|699245439987|adults_50up_male_urban.json
468-01-4125|6572587844483546|Megan|Gordon|F|27058 Simpson Fall Apt. 641|Knoxville|TN|37916|35.9556|-83.9336|391389|Probation officer|1976-09-07|701550402279|adults_2550_female_urban.json
843-24-3172|2243484587149393|Michael|Morris|M|2292 Frye Mountains|Maryville|TN|37803|35.6539|-83.9956|81474|Therapist, nutritional|1969-07-14|458654182972|adults_50up_male_urban.json
276-30-4307|30452455574696|James|Butler|M|65274 Lori Flats Apt. 445|Santa Rosa|CA|95401|38.4432|-122.7547|209844|Aeronautical engineer|1959-11-27|469533752431|adults_50up_male_urban.json
334-72-9175|3539874113257978|Tiffany|Arroyo|F|734 Brown Centers Suite 485|Jacksonville|FL|32206|30.3511|-81.6488|847415|Primary school teacher|1971-03-10|313204503271|adults_50up_female_urban.json
138-96-1213|372294938173597|Kimberly|Guerrero|F|021 Krueger Lake Suite 325|Pierre|SD|57501|44.3695|-100.3211|16309|Psychotherapist|1952-11-01|503489061585|adults_50up_female_urban.json
204-87-4244|4216667080850960851|Richard|Vasquez|M|119 Terri Tunnel Apt. 828|Hattiesburg|MS|39401|31.3146|-89.3065|82617|Chartered loss adjuster|1963-03-31|672026861824|adults_50up_male_urban.json
196-97-1198|4477251295786060|Kenneth|Smith|M|03562 Foley Prairie Suite 873|Monmouth|IL|61462|40.9107|-90.6448|11643|Teacher, special educational needs|1987-08-06|390521432741|adults_2550_male_urban.json
733-74-2501|4342108902851|Tina|Murphy|F|33426 Hall Forge Suite 027|Mena|AR|71953|34.5814|-94.221|14882|Community pharmacist|1966-10-20|27380905918|adults_50up_female_urban.json
762-95-3418|6011776336911283|Susan|Ramsey|F|31795 Perry Fords|Collins|MS|39428|31.6707|-89.5438|9761|Chemical engineer|1944-05-02|557485858302|adults_50up_female_urban.json
262-66-1835|30006661554163|Theresa|Pearson|F|167 Stephanie Harbor|Windsor|CA|95492|38.5443|-122.8073|28532|Jewellery designer|1966-03-09|154813683149|adults_50up_female_urban.json
182-73-0152|4270093459626222|Timothy|Sanford|M|1207 Kevin Road|Montgomery|IL|60538|41.7177|-88.332|26619|Midwife|1989-08-19|927322011674|adults_2550_male_urban.json
329-04-0424|347026086982219|Adrian|Prince|M|1177 Chase Plain|Fairhope|AL|36532|30.5012|-87.8835|27829|Printmaker|1977-10-08|941175104607|adults_2550_male_urban.json
653-01-5103|38425859177938|Beth|Robertson|F|11649 John Glen|Exeter|CA|93221|36.3041|-119.1293|14945|Electrical engineer|1991-05-26|724689961870|adults_2550_female_urban.json
728-60-9680|180025652906032|Veronica|Smith|F|26509 Webb Key|Jonesburg|MO|63351|38.8717|-91.3019|1768|Emergency planning/management officer|1969-09-08|956183041136|adults_50up_female_rural.json
592-52-7408|4948714855240|Glen|Wiggins|M|158 Brown Lakes Suite 082|Hortonville|WI|54944|44.3273|-88.6281|8257|Chief Marketing Officer|2004-11-08|912497728410|young_adults_male_urban.json
564-92-4845|4476818268323039|Nicholas|Gomez|M|880 Ryan Square|Middletown|PA|17057|40.2041|-76.7331|21329|Set designer|1986-11-02|408738093816|adults_2550_male_urban.json
697-22-3708|3589634064686776|Frank|Griffith|M|14843 Brian Loop Apt. 272|Narrows|VA|24124|37.3198|-80.8548|4352|Financial manager|1976-01-20|864968782067|adults_2550_male_urban.json
430-51-9690|4513426192371|Charles|Hill|M|18481 Hall Mill Suite 189|Livingston|NJ|07039|40.7896|-74.3202|29358|Programme researcher, broadcasting/film/video|1991-01-26|77969447328|adults_2550_male_urban.json
773-93-5594|4641769274381199537|Sheila|Ortega|F|0144 Bowman Isle Suite 451|Canton|MI|48187|42.332|-83.4695|90173|Administrator, Civil Service|2001-06-20|782118402127|young_adults_female_urban.json
249-75-8110|4417899698601|Kyle|Garza|M|113 Carpenter Station|Saint Louis|MO|63121|38.7072|-90.3055|927396|Trade mark attorney|1964-07-28|895164940732|adults_50up_male_urban.json
763-06-5691|4798066039205140|Tammie|Pham|F|5553 Griffin Causeway Suite 742|Addison|NY|14801|42.0982|-77.266|5475|Engineer, manufacturing systems|1999-01-19|848507201049|adults_2550_female_urban.json
664-42-6576|347155983541164|Emily|Crawford|F|3475 Shaffer Lake|Sahuarita|AZ|85629|31.9452|-111.0002|23568|Designer, jewellery|1992-01-15|188803791662|adults_2550_female_urban.json
115-25-9533|4882691311964258562|Casey|Cruz|M|915 Scott Canyon Apt. 824|Orchard Park|NY|14127|42.7639|-78.7518|29961|Agricultural engineer|1947-03-28|246936966829|adults_50up_male_urban.json
225-32-3701|30320430977682|Juan|Carroll|M|89696 Mann Lakes Suite 655|Augusta|GA|30907|33.5229|-82.0852|202193|Farm manager|1977-04-08|594080540921|adults_2550_male_urban.json
710-18-5271|3589218785193583|Roberto|Walker|M|079 Crawford Mews Apt. 208|Douglas|AZ|85607|31.3511|-109.5447|21230|Production assistant, radio|1980-02-11|715365440842|adults_2550_male_urban.json
356-62-2423|2281494097626379|Emily|Terry|F|3986 Katie Springs Suite 090|Towson|MD|21286|39.4143|-76.5761|39459|Materials engineer|1939-06-20|131372087427|adults_50up_female_urban.json
073-79-1043|180023392207159|Brandon|Shah|M|6725 Cody Knoll Apt. 647|San Diego|CA|92154|32.5753|-117.0707|1241364|Chemical engineer|1994-10-10|284260548113|adults_2550_male_urban.json
233-45-1337|371840908051204|Victor|Rice|M|6409 Villarreal Extensions|Mount Laurel|NJ|08054|39.9478|-74.9036|41864|Energy engineer|2001-03-31|681338501091|young_adults_male_urban.json
549-28-5657|5595927282709082|Stacy|Leon|F|4152 Rachel Parks|Georgetown|TX|78626|30.633|-97.6707|69072|Engineer, automotive|1945-09-19|170095751791|adults_50up_female_urban.json
346-59-8979|6518153523736055|Amy|Haas|F|918 Elizabeth Islands Suite 834|Wakefield|MA|01880|42.5009|-71.0685|24733|IT sales professional|1991-06-16|490208135304|adults_2550_female_urban.json
300-81-6985|6561707158796472|Wendy|Townsend|F|031 Mcclain Summit|Oklahoma City|OK|73132|35.5583|-97.6375|640470|Teacher, English as a foreign language|1964-06-28|191309813587|adults_50up_female_urban.json
757-07-8754|501846358064|Parker|Warren|M|503 Stephen Ferry|Woodland|CA|95776|38.6808|-121.7411|59848|Environmental consultant|1980-05-11|350952131121|adults_2550_male_urban.json
209-64-3388|3506314035263563|Andrew|Thomas|M|469 Harris Wells|Lagrange|GA|30240|33.0243|-85.0739|53190|Government social research officer|1954-11-11|757671759353|adults_50up_male_urban.json
844-53-6179|4749060723111271286|Erin|Harding|F|648 Mitchell Port Suite 116|Vida|OR|97488|44.13|-122.5044|1011|Engineer, drilling|1979-04-05|98570397425|adults_2550_female_rural.json
510-26-2083|213177113062110|David|Gilbert|M|279 Elizabeth Parkway Apt. 350|Cypress|TX|77433|29.8836|-95.7025|122803|Teacher, adult education|1963-02-28|374318041477|adults_50up_male_urban.json
257-23-5737|30306624813239|George|Griffith|M|1398 Hawkins Divide|Chouteau|OK|74337|36.1669|-95.3416|5060|Sports development officer|1970-12-09|352033457692|adults_50up_male_urban.json
702-09-6717|213192550213068|April|Brown|F|130 Andrew View Suite 964|New York City|NY|10003|40.7313|-73.9892|1577385|Warden/ranger|1969-06-12|495582391252|adults_50up_female_urban.json
244-88-8038|3557727853242641|Sonia|Richardson|F|4207 Page Plains|Albany|GA|31721|31.5105|-84.3087|101511|Ergonomist|1949-03-27|442327898749|adults_50up_female_urban.json
642-46-3410|6567776755562839|Danielle|Marquez|F|957 Brooks Inlet|Caldwell|NJ|07006|40.8545|-74.2789|24812|Engineer, production|1991-03-11|156306012771|adults_2550_female_urban.json
556-84-7411|4033582686270369241|Victoria|Becker|F|693 Robert Mountain|Muskegon|MI|49445|43.2952|-86.279|128715|Financial trader|1970-01-02|815476979831|adults_50up_female_urban.json
499-41-8694|3511100051553232|Eric|Jones|M|775 Keith Courts Apt. 226|Ionia|MI|48846|42.9859|-85.071|20269|Commissioning editor|1999-05-02|449332129349|adults_2550_male_urban.json
566-81-7694|3531271026767201|Laurie|Huerta|F|9927 Tara Skyway Suite 515|El Paso|TX|79928|31.6631|-106.1401|749635|Broadcast presenter|1961-01-15|146790108627|adults_50up_female_urban.json
694-51-2450|2235415970996255|Samuel|Lee|M|075 Brett Garden Suite 476|Sunbury|PA|17801|40.8551|-76.7776|16671|Leisure centre manager|1990-12-06|296526499506|adults_2550_male_urban.json
778-85-7506|4580290904637664|Amanda|Powers|F|5866 Anderson Key Suite 837|Maysville|KY|41056|38.6207|-83.8067|14228|Herbalist|1952-02-22|91339663037|adults_50up_female_urban.json
688-11-5221|213102131251297|Rebecca|Maxwell|F|05912 Welch Isle|Kennesaw|GA|30144|34.0287|-84.6047|92645|Claims inspector/assessor|1992-04-25|135774933611|adults_2550_female_urban.json
143-26-1330|4106330165837374|Lisa|Lopez|F|907 William Common Apt. 342|Olive Branch|MS|38654|34.9441|-89.8544|45956|Special effects artist|1975-06-07|769612379088|adults_50up_female_urban.json
780-10-3084|4326949684364539|Kerry|Pena|F|2101 Cooper Street Apt. 961|Ronkonkoma|NY|11779|40.8083|-73.1305|38421|Product designer|2002-03-02|741930984619|young_adults_female_urban.json
603-99-5923|3594575757475832|Darren|Jackson|M|7756 Melton Mountain Suite 226|New Plymouth|ID|83655|43.959|-116.8048|4397|Personnel officer|1980-04-02|29848451208|adults_2550_male_urban.json
808-41-6250|4650622923106724|Denise|Gonzalez|F|2484 James Rest Suite 662|Joppa|MD|21085|39.4242|-76.3541|16171|Ranger/warden|1987-04-17|734306692746|adults_2550_female_urban.json
109-09-5297|3594238736704257|Lydia|Sutton|F|192 Peterson Landing Apt. 597|Columbus|GA|31903|32.4245|-84.9481|173903|Biomedical scientist|1970-07-11|489702334696|adults_50up_female_urban.json
253-27-5345|3557485953259391|Leon|Li|M|9705 Patrick Drive|Stockbridge|MI|49285|42.4604|-84.1752|5720|Youth worker|1959-06-11|87280843357|adults_50up_male_urban.json
474-78-4359|2463425073305596|Karen|Thomas|F|7598 Madison Rue Apt. 991|Detroit|MI|48227|42.3883|-83.1937|673342|Hotel manager|2001-07-05|67574524011|young_adults_female_urban.json
200-68-8260|4660443240061572768|Kristi|Wheeler|F|47439 Mitchell Radial Apt. 501|Goldsboro|NC|27534|35.3664|-77.9221|72075|Associate Professor|1933-10-10|360209190597|adults_50up_female_urban.json
378-19-5166|3580656259045996|Amanda|Hunt|F|1122 Alexandra Station|Ocoee|FL|34761|28.5837|-81.5326|37500|Farm manager|1983-02-08|829323221273|adults_2550_female_urban.json
366-44-1330|6517680866281373|Caitlin|Farmer|F|30800 Timothy Canyon Apt. 322|Miami|FL|33125|25.7825|-80.2341|1737737|Restaurant manager, fast food|2003-03-13|353559384303|young_adults_female_urban.json
650-86-6485|676147068107|Christina|Johnson|F|705 Bonnie Land|Fort Wayne|IN|46818|41.1468|-85.2067|305409|Sales executive|1971-11-22|914392434026|adults_50up_female_urban.json
218-20-8786|676394485863|Christopher|Harris|M|3546 Debra Mission Apt. 798|Oklahoma City|OK|73160|35.334|-97.4768|640470|Optician, dispensing|1995-03-10|202742170531|adults_2550_male_urban.json
397-14-3369|4394570394380|Allison|Smith|F|3765 Joyce Rapids|Murphy|NC|28906|35.1312|-84.0388|18475|Diagnostic radiographer|1999-11-16|540825799270|adults_2550_female_urban.json
612-37-4072|2720100900404768|Monica|Ali|F|53365 Joshua Shoal|Miccosukee Cpo|FL|32309|30.5146|-84.1884|30159|Advertising copywriter|1966-04-04|847386180903|adults_50up_female_urban.json
123-39-2324|4310720113798440979|Arthur|Holt|M|66007 Rivas Loop|Lansing|NC|28643|36.5176|-81.5269|3521|Economist|1989-11-22|17063506144|adults_2550_male_urban.json
046-85-1033|4734043370096873043|Jackson|George|M|8255 Malik Route Suite 629|Weatherford|OK|73096|35.535|-98.6996|13037|Operational investment banker|1969-09-21|512699308134|adults_50up_male_urban.json
786-38-2419|4865619425577825|Steve|Cooper|M|582 Tiffany Turnpike|Benton Harbor|MI|49022|42.1086|-86.4234|31814|Engineer, land|1956-02-07|763751208644|adults_50up_male_urban.json
844-54-1834|213181904823573|Bruce|Dennis|M|686 Barbara Summit Suite 137|Lomita|CA|90717|33.7938|-118.3172|21318|Designer, furniture|1998-02-12|763792714260|adults_2550_male_urban.json
193-92-0010|213172143643815|Trevor|Lee|M|41321 Jon Crest|Caledonia|MS|39740|33.6865|-88.3145|5038|Pharmacist, hospital|1957-11-07|394900229484|adults_50up_male_urban.json
011-90-9791|4653469979907075502|Dawn|Wells|F|169 Avery Spur Suite 060|Ventura|CA|93003|34.2846|-119.2222|112613|Ranger/warden|1968-11-20|995397538040|adults_50up_female_urban.json
259-70-1509|2241765397054878|Daniel|Jenkins|M|290 Jones Falls|Valley Village|CA|91607|34.1672|-118.3989|27927|Psychologist, educational|1959-03-20|765684182938|adults_50up_male_urban.json
821-69-0799|4872742049561213776|David|Hughes|M|0423 Glenn Prairie|Rutledge|TN|37861|36.2501|-83.5125|8340|Research officer, political party|1989-06-04|782666446589|adults_2550_male_urban.json
718-15-1664|4299077560858169|John|Ramirez|M|11457 Hunter Gardens Apt. 102|Mount Vernon|NY|10550|40.9079|-73.838|67100|Chartered legal executive (England and Wales)|1964-05-08|204313400834|adults_50up_male_urban.json
457-85-8945|377129618033247|Casey|Miles|M|0801 Richards Branch|Delta|AL|36258|33.4573|-85.6793|1599|Immunologist|1975-12-18|892839453531|adults_2550_male_rural.json
250-62-3499|4773126881224|Shannon|Thomas|F|8192 Courtney Loop|Wichita Falls|TX|76309|33.8931|-98.5343|102011|Medical illustrator|1995-07-01|248840133947|adults_2550_female_urban.json
417-08-7076|586035679321|John|Avery|M|239 Crawford Club Suite 906|Cabot|PA|16023|40.7924|-79.76|4169|Brewing technologist|1983-02-18|92606739113|adults_2550_male_urban.json
796-19-0655|376475489547877|Jasmin|Pitts|F|5175 John Grove|Burlington|WI|53105|42.666|-88.2749|29225|Geoscientist|1963-12-25|317289641770|adults_50up_female_urban.json
234-41-5312|4543586449634|Patricia|Zamora|F|435 Harris Mountain|Glendale|AZ|85308|33.6539|-112.1694|280389|Television camera operator|1979-03-05|191212427988|adults_2550_female_urban.json
741-38-4048|4275367497850|Charles|Obrien|M|68601 Lisa Glens Suite 789|Freehold|NJ|07728|40.2458|-74.2768|56257|Health and safety inspector|1961-12-28|624965494773|adults_50up_male_urban.json
273-07-7008|4917665122150018|Donald|Dunn|M|16309 Alejandro Junction Suite 463|Petersburg|VA|23803|37.2123|-77.4814|62283|Exercise physiologist|1950-09-25|679551605085|adults_50up_male_urban.json
